-1.1803	110.677	15.3343	-0.131106	109.474	15.2671	-0.0427519	110.607	15.1131	0.889826	108.28	15.164	0.997386	109.406	15.0137	1.0556	110.539	14.8683	1.88201	107.09	15.0383	2.00819	108.22	14.9008	2.1045	109.352	14.7587	2.14973	110.468	14.6147	2.82868	105.91	14.9359	2.98043	107.04	14.803	3.09935	108.167	14.6518	3.18772	109.286	14.5156	3.2491	110.419	14.3494
2.78326	105.903	15.4903	3.64885	106.403	14.8544	2.90423	107.011	15.4114	4.49739	106.902	14.2191	3.75569	107.516	14.7652	3.00418	108.108	15.2911	5.33057	107.396	13.5819	4.59394	107.997	14.1394	3.83742	108.606	14.6664	3.12651	109.208	15.17	6.18762	107.865	12.9444	5.42089	108.489	13.5086	4.67162	109.11	14.0548	3.92478	109.708	14.559	3.2117	110.301	15.0489
3.22879	110.48	14.9648	4.03146	109.834	14.5142	4.15903	110.872	14.4565	4.79613	109.197	14.0439	4.94013	110.231	13.9862	5.0582	111.267	13.9137	5.53192	108.561	13.5297	5.66936	109.6	13.4799	5.80872	110.634	13.4112	5.9106	111.654	13.3438	6.24	107.923	13.0061	6.37174	108.963	12.9683	6.50369	109.999	12.9111	6.62971	111.024	12.8576	6.74466	112.055	12.7693
6.68438	112.017	12.8144	6.65498	111.013	12.9144	7.31238	111.215	12.5071	6.58884	110.007	12.9914	7.25962	110.21	12.5784	7.91734	110.418	12.1734	6.47809	108.999	13.0252	7.15296	109.208	12.6279	7.82715	109.411	12.2178	8.47262	109.605	11.8197	6.33245	107.988	13.06	7.0162	108.199	12.6659	7.69651	108.403	12.2693	8.3767	108.598	11.8711	9.03025	108.798	11.4497
8.86562	108.822	11.557	9.3376	109.431	11.3082	8.3091	109.633	11.886	9.8033	110.032	11.0589	8.77652	110.243	11.6325	7.7418	110.43	12.186	10.2607	110.631	10.8123	9.22422	110.823	11.3829	8.16454	111.025	11.941	7.17432	111.239	12.4616	10.7642	111.206	10.5565	9.66478	111.411	11.1241	8.60531	111.629	11.6982	7.57032	111.833	12.2255	6.56295	112.03	12.7415
12.2753	106.929	8.62377	11.9085	108	9.12272	11.4584	107.432	9.32112	11.5133	109.072	9.60895	11.0719	108.505	9.79582	10.6155	107.928	9.97612	11.0977	110.141	10.0755	10.6309	109.556	10.2538	10.1441	108.98	10.4525	9.74045	108.431	10.6206	10.7085	111.169	10.5385	10.1942	110.607	10.7174	9.7084	110.045	10.9348	9.27373	109.489	11.1034	8.85391	108.915	11.2911
10.7642	111.307	10.239	11.2025	110.183	9.89003	11.6063	111.295	9.44271	11.6157	109.063	9.522	12.0328	110.175	9.07015	12.4575	111.303	8.60609	12.011	107.944	9.09459	12.3892	109.076	8.63902	12.8268	110.191	8.16787	13.2018	111.293	7.72505	12.3711	106.829	8.64938	12.7359	107.955	8.20585	13.1285	109.069	7.74835	13.5441	110.181	7.30432	13.9254	111.3	6.8455
14.5816	106.539	4.85845	14.342	107.727	5.44516	14.031	106.634	5.80463	14.1002	108.917	5.99288	13.7791	107.822	6.36148	13.4825	106.724	6.70242	13.8609	110.101	6.52684	13.4939	108.995	6.87907	13.1426	107.893	7.25987	12.9022	106.823	7.5868	13.6703	111.25	7.06197	13.2492	110.155	7.41572	12.8798	109.066	7.80866	12.5933	107.989	8.14196	12.3222	106.895	8.50886
11.7304	103.578	8.4156	12.4605	104.343	7.57444	11.931	104.439	8.48158	13.179	105.115	6.69563	12.6369	105.209	7.61996	12.136	105.305	8.49823	13.9093	105.891	5.79675	13.3203	105.984	6.71021	12.7906	106.079	7.60718	12.2929	106.169	8.48561	14.6561	106.658	4.90774	14.038	106.75	5.82911	13.4508	106.844	6.72414	12.9259	106.937	7.61816	12.4232	107.03	8.50841
14.6024	106.479	4.90505	14.3271	107.915	4.59306	14.4053	107.664	5.38418	14.0425	109.352	4.28304	14.1062	109.102	5.074	14.2138	108.852	5.85082	13.775	110.789	3.95157	13.7904	110.532	4.73647	13.8582	110.281	5.51529	13.9723	110.036	6.27887	13.5366	112.212	3.60207	13.5124	111.953	4.39695	13.5196	111.7	5.18004	13.6024	111.455	5.95371	13.711	111.208	6.72705
13.6075	112.135	3.42902	13.8595	110.723	3.76745	13.8265	111.173	2.79367	14.1477	109.301	4.07926	14.1048	109.758	3.11291	14.0957	110.233	2.1445	14.4503	107.873	4.38427	14.3743	108.355	3.41207	14.3619	108.818	2.42654	14.2899	109.279	1.46056	14.7521	106.468	4.68615	14.6564	106.935	3.72087	14.5958	107.395	2.72684	14.5657	107.857	1.74312	14.4809	108.334	0.763724
14.2676	108.323	1.02977	14.3387	107.881	1.99255	14.3977	107.211	1.11744	14.4651	107.427	2.93094	14.4964	106.764	2.05803	14.5845	106.117	1.1913	14.6156	106.96	3.89354	14.6236	106.312	3.01764	14.682	105.658	2.13736	14.7434	105.015	1.25321	14.794	106.498	4.86652	14.7825	105.848	3.99629	14.8047	105.193	3.09931	14.879	104.544	2.18882	14.9197	103.908	1.30616
14.835	106.512	4.65396	14.8079	105.648	4.63662	14.8448	105.863	3.79476	14.8131	104.772	4.58352	14.8429	104.996	3.7565	14.9053	105.226	2.91307	14.8321	103.887	4.53511	14.8199	104.132	3.6926	14.8748	104.354	2.85613	14.9057	104.58	2.01667	14.8825	103.008	4.49417	14.8346	103.249	3.65476	14.8452	103.479	2.81802	14.888	103.706	1.9653	14.8883	103.933	1.12678
14.8612	103.125	4.33293	14.781	103.993	4.54773	14.052	103.234	5.42133	14.708	104.86	4.70346	13.9672	104.102	5.60274	13.2452	103.333	6.46703	14.6459	105.727	4.86187	13.8615	104.951	5.73564	13.0853	104.187	6.65265	12.4239	103.45	7.50459	14.6442	106.562	5.04881	13.8023	105.798	5.90972	13.014	105.047	6.82551	12.2971	104.302	7.69464	11.6004	103.537	8.58993
15.4022	99.5261	1.42183	15.3167	100.614	1.42654	15.4263	100.407	2.17587	15.2217	101.709	1.37061	15.3222	101.498	2.15548	15.4411	101.291	2.90333	15.1332	102.813	1.28863	15.1862	102.597	2.05694	15.2687	102.383	2.8594	15.4024	102.174	3.62176	15.0683	103.897	1.2105	15.0964	103.68	1.99218	15.1457	103.467	2.79344	15.2568	103.263	3.58593	15.3762	103.044	4.39006
15.2715	99.6104	1.27024	15.1975	100.527	2.06514	15.1236	99.4045	2.08562	15.1606	101.433	2.82319	15.0607	100.318	2.85628	14.9989	99.2045	2.8903	15.1394	102.333	3.61483	15.0244	101.212	3.64242	14.9181	100.102	3.68938	14.8746	99.0075	3.70008	15.1637	103.215	4.43159	15.0251	102.104	4.46089	14.9066	100.999	4.49003	14.8367	99.8963	4.49534	14.7754	98.7918	4.53036
13.4165	101.372	6.6298	13.7801	100.676	6.12224	13.8434	101.813	6.06735	14.1491	99.9715	5.57773	14.218	101.119	5.54105	14.2829	102.269	5.49989	14.5168	99.275	5.01896	14.561	100.43	4.97352	14.6344	101.582	4.93585	14.6493	102.718	4.90638	14.8789	98.5847	4.47245	14.9052	99.7357	4.42942	14.9486	100.89	4.3834	14.9859	102.031	4.36565	15.0055	103.174	4.33036
14.8186	103.187	4.69237	14.0693	103.29	5.71498	14.4077	102.745	5.18115	13.3244	103.386	6.72337	13.6623	102.847	6.18552	14.0034	102.316	5.67433	12.5799	103.482	7.72796	12.9035	102.943	7.18929	13.2287	102.406	6.66948	13.5529	101.881	6.14593	11.8471	103.566	8.73959	12.1582	103.034	8.20119	12.4773	102.5	7.67401	12.8163	101.973	7.14616	13.1344	101.442	6.6315
14.5017	108.407	0.90721	14.5771	109.49	0.891296	14.3282	109.336	1.62737	14.6647	110.572	0.85258	14.3987	110.417	1.60915	14.1626	110.265	2.34068	14.775	111.66	0.801934	14.4613	111.496	1.5435	14.1799	111.341	2.29979	13.9499	111.199	3.01852	14.9247	112.741	0.736795	14.558	112.566	1.48597	14.2266	112.409	2.23672	13.9697	112.264	2.97899	13.7253	112.12	3.71946
14.7453	112.81	0.770078	14.4685	113.468	1.62878	14.4733	112.653	1.55227	14.2157	114.122	2.47151	14.2023	113.307	2.40398	14.2239	112.501	2.33243	13.986	114.773	3.30968	13.9312	113.956	3.23154	13.907	113.141	3.16742	13.9284	112.351	3.07142	13.795	115.422	4.13317	13.6926	114.592	4.06003	13.6282	113.775	3.98822	13.64	112.978	3.89833	13.6398	112.188	3.82068
13.88	111.344	6.63346	13.8262	111.564	5.89706	13.7923	112.391	6.08701	13.7781	111.778	5.16477	13.7397	112.609	5.34948	13.7344	113.446	5.52978	13.7468	111.989	4.41051	13.655	112.826	4.585	13.6389	113.656	4.74918	13.6072	114.492	4.92678	13.7305	112.208	3.64168	13.589	113.032	3.82364	13.4954	113.862	3.98944	13.4627	114.696	4.1613	13.425	115.538	4.32194
13.5217	115.361	4.10251	13.8732	114.704	3.37849	14.1446	115.775	3.45123	14.2171	114.055	2.63512	14.4825	115.12	2.72164	14.7945	116.207	2.77149	14.5812	113.411	1.82978	14.7746	114.502	1.90353	15.0781	115.568	1.95876	15.3255	116.62	2.03319	14.9327	112.79	0.990952	15.1007	113.852	1.08205	15.3132	114.907	1.14359	15.5895	115.972	1.2303	15.8331	117.049	1.30124
12.7012	116.092	8.34067	12.9601	114.888	7.94052	12.8884	115.956	7.34838	13.2466	113.672	7.54714	13.1728	114.746	6.93725	13.1313	115.834	6.34088	13.548	112.446	7.14278	13.4313	113.536	6.52283	13.3938	114.617	5.88723	13.3024	115.705	5.28217	13.8516	111.243	6.73482	13.688	112.319	6.11153	13.5813	113.399	5.46966	13.5172	114.481	4.83736	13.4193	115.584	4.19597
